ingredient,calories,carbs,fiber,sugar,protein,total fat,trans fats,saturated fats,sodium,cholesterol,CO2 Emission
1/2 cup nutritional yeast,359,39.68,32.0,7.68,64.0,3.84,0.0,0.0,39.68,0.0,B
6-8 tablespoons jam of your choice,389,96.46000000000002,1.5400000000000005,67.9,0.518,0.098,0.0,0.014,44.8,0.0,C
"Butterfinger candy bars, coarsely chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Red miso,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 cup frozen corn, thawed",119,28.152,2.8560000000000003,3.4000000000000004,4.107200000000001,1.0608000000000002,0.0,0.16184,4.08,0.0,A+
"1/2 egg, beaten",30,0.1548,0.0,0.07955,2.709,2.04465,0.00817,0.6729499999999999,30.53,79.98,A
Garnish: fresh mint sprigs,0,0.1682,0.136,0.0,0.0658,0.0146,0.0,0.00382,0.6,0.0,A+
"2 tablespoons ghee, virgin coconut oil, or vegetable oil",242,0.0,0.0,0.0,0.0,26.9552,0.007616,22.44,0.0,0.0,B
2 tsp. black peppercorns,14,3.712,1.4674,0.03712,0.6032,0.1890799999999999,0.0,0.0806199999999999,1.16,0.0,A+
16 small amaretti cookies,133,22.229999999999997,0.33,6.99,2.07,4.14,0.0,1.0389,122.1,0.0,A+
1/3 cup crumbled blue cheese,158,1.053,0.0,0.225,9.63,12.915,0.0,8.415,517.5,33.75,D
Eight 6-ounce ramekins,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup yellow American mustard,37,3.629175000000001,2.49,0.5727000000000001,2.3281500000000004,2.0791500000000003,0.0056025,0.133215,684.7500000000001,0.0,A+
1/3 cup fresh flat-leaf parsley leaves,7,1.266,0.66,0.17,0.5940000000000001,0.158,0.0,0.0264,11.2,0.0,A+
2 fresh jalapeño chiles,8,1.8200000000000005,0.784,1.1536000000000002,0.2548,0.1036,0.0,0.02576,0.8400000000000001,0.0,A
1 fresh tamarillo or small red tomato,22,4.7847,1.476,3.2348999999999997,1.0824,0.246,0.0,0.03444,6.15,0.0,B
3 1/2 to 4 pounds chicken pieces with skin and bone,3657,0.0,0.0,0.0,316.380678075,256.8466795125,1.649942245875,73.31186680124999,1190.67997125,1275.728540625,F
1/2 cup skin-on almonds ,413,15.444,8.9375,3.1102499999999997,15.158,35.6785,0.0107249999999999,2.7169999999999996,0.715,0.0,A+
"1 tablespoon fresh thyme leaves, stems reserved",2,0.5855999999900993,0.3359999999943192,0.0,0.1334399999977439,0.0403199999993183,0.0,0.0112079999998105,0.215999999996348,0.0,A+
a 9- or 10-inch fluted round tart pan with a removable bottom; an instant-read thermometer,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 1/4 cups plus 2 tablespoons extra-virgin olive oil; plus more for pan,2625,0.0,0.0,0.0,0.0,297.0,0.0,40.986,5.94,0.0,C
2 tablespoons unsalted natural pistachios,86,4.1819999999999995,1.62975,1.177725,3.10575,6.964874999999999,0.0,0.9086625,0.15375,0.0,A+
"1 fennel bulb, sliced",72,17.081999999999997,7.254,9.1962,2.9015999999999997,0.4679999999999999,0.0,0.2105999999999999,121.68,0.0,A
1 pound fettuccine,1682,338.83350039000004,14.514955840000002,12.110916279,58.96700810000001,6.849244787000001,0.0,1.2564508649000004,27.2155422,0.0,B
4 ounce fine egg noodles ,435,80.8528399525,3.7421370525,2.1318841390000003,16.102529135,5.034875307000001,0.069172836425,1.3380974915,23.813599425000003,95.2543977,A
1/4 cup vegetable or chicken stock or low-sodium chicken broth,16,3.07125,0.91,0.0,0.757575,0.1183,0.0,0.022295,10.6925,0.0,A+
Large oven-safe skillet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"6 garlic cloves, crushed, divided",26,5.958,0.378,0.18,1.1448,0.09,0.0,0.01602,3.06,0.0,A+
2 cups mixed baby greens,10,2.0664,0.936,0.5616,0.9792,0.108,0.0,0.0144,20.16,0.0,A+
1 roasting pan; toothpicks; pastry brush,258,21.197000000000003,0.7050000000000001,0.3478,3.431,17.907,0.0,4.5308,117.03,0.0,A
1/3 cup chopped crystallized ginger,241,62.025000000000006,1.2000000000000002,60.525000000000006,0.255,0.0525,0.0,0.0075,73.5,0.0,A
8 sprigs fresh lemon verbena,194,62.6304,18.816,16.8,7.392,2.016,0.0,0.26208,13.44,0.0,B
"1 large leek, white and light-green parts only, halved lengthwise and cut into 1/4-inch thick slices",67,15.7975,2.0025,4.33875,1.6687500000000002,0.33375,0.0,0.0445,22.25,0.0,A
1 to 2 tablespoons sriracha sauce,2,0.3779999999744365,0.0647999999956177,0.2721599999815943,0.11015999999255,0.0799199999945951,0.0,0.0112319999992404,570.2399999614357,0.0,A
1 tsp. finely grated ginger ,1,0.356,0.04,0.034,0.0364,0.015,0.0,0.00406,0.26,0.0,A+
Country-style Dijon mustard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"4 garlic cloves, minced, divided",17,3.972,0.252,0.12,0.7632,0.06,0.0,0.0106799999999999,2.04,0.0,A+
1 teaspoon active dry yeast ,13,1.648,1.076,0.0,1.616,0.3044,0.0,0.04,2.04,0.0,A+
3/4 cup ricotta ,279,13.5222,0.0,0.5022000000000001,14.0244,18.972,0.61938,11.9412,204.6,91.14,F
"1/2 bunch collard greens , center ribs and stems removed, chopped ",5,0.9756,0.72,0.0828,0.5436,0.1098,0.0,0.0098999999999999,3.06,0.0,A+
grated cheese,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4 bunches of beets with tops or 2 pounds medium beets,779,173.2272,50.736,122.4912,29.173200000000005,3.0804000000000005,0.0,0.48924,1413.36,0.0,C
"2 pound broccoli, cut into 1 1/2-inch-wide spears",308,60.237066736,23.586803240000005,15.42214058,25.582609668000003,3.356583538,0.0,1.0341906036,299.37096420000006,0.0,C
Assorted toppings ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 tablespoon prepared white horseradish,7,1.695,0.4949999999999999,1.1985,0.177,0.1035,0.0,0.0135,63.0,0.0,A+
2 tablespoons sunflower or vegetable oil,247,0.0,0.0,0.0,0.0,28.000000000000004,0.21476,1.8228,0.0,0.0,A
1 1/2 teaspoons mild-flavored molasses,30,7.866843750399015,0.0,7.866843750399015,0.0,0.0105312500005341,0.0,0.0018956250000961,3.896562500197638,0.0,A+
"1 14- to 16-ounce package firm tofu, drained, cut into 1/2-inch cubes, patted dry",612,11.821751143125,9.780585478125,0.0,73.567012509375,37.0811762475,0.0,5.358059870625,59.533998562499995,0.0,D
2 1/2 to 3 lb top-round London broil ,2095,0.0,0.0,0.0,273.1760048325,102.16034153325,0.0,40.16560436350001,711.006039975,860.6915220750001,G
"1 medium head of savoy cabbage , cut through core into 8 wedges",56,12.81,6.510000000000001,4.767,4.2,0.21,0.0,0.0273,58.8,0.0,A
"4 ounces ricotta salata or feta, crumbled",300,4.399845989,0.0,0.0,16.102529135,24.380589887500005,0.0,15.081946302500002,1292.7382545000005,100.924302325,F
"3-ounce chunk bitter melon, cut in half lengthwise, seeds removed, very thinly sliced, salted with 1/4 teaspoon salt, and drained, about 1/4 cup",14,3.1467970668750005,2.3813599425,0.0,0.85048569375,0.1445825679375,0.0,0.0,4.252428468750001,0.0,A+
"2 hard-boiled eggs, peeled, sliced",124,0.8960000000000001,0.0,0.8960000000000001,10.08,8.48,0.0,2.616,99.2,298.40000000000003,C
"8 ounces cremini mushrooms, thinly sliced",49,9.752235955000002,1.36077711,3.9008943820000006,5.669904625000001,0.226796185,0.0,0.0317514659,13.6077711,0.0,A
1/4 tsp baking powder,0,0.27715,0.0023,0.0,0.00115,0.0,0.0,0.0,90.735,0.0,A+
A Belgian waffle iron,218,24.674999999999997,0.0,0.0,5.925000000000001,10.575,0.0,2.1525,383.25,51.75,A
"1 small head frisée, torn into bite-size pieces ",10,2.115,1.8,0.315,0.765,0.135,0.0,0.03285,20.25,0.0,A+
"1 medium tomato, diced ",22,4.7847,1.476,3.2348999999999997,1.0824,0.246,0.0,0.03444,6.15,0.0,B
"1/2 cup walnut pieces, toasted and coarsely ground",392,8.219999999999999,4.02,1.5659999999999998,9.12,39.12,0.0,3.678,1.2,0.0,A+
"1 tsp. cumin seeds, lightly crushed",7,0.9282,0.2205,0.04725,0.3738,0.4683,0.0,0.03234,3.528,0.0,A+
at least 3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 1/4 cups well-stirred unsweetened coconut milk ,1001,14.28885,0.0,0.0,10.2717,108.3105,0.0,96.1065,66.105,0.0,A
1/2 cup plus 1 1/2 tablespoons sugar,459,118.75,0.0,118.5125,0.0,0.0,0.0,0.0,1.1875,0.0,C
"8 oz. aged Pecorino Romano or Parmesan, finely grated , plus more for serving",877,8.2327015155,0.0,1.6556121505,72.12118683000001,61.008173765,0.0,38.78214763500001,3243.1854455,235.86803240000003,E
1 tablespoon pumpkin seeds,45,0.8626874999854146,0.4837499999918213,0.1128749999980916,2.4348749999588337,3.9506249999332073,0.0051599999999127,0.6982124999881955,0.5643749999904581,0.0,A+
"8 medium tomatoes , seeded, cut into 1/2"" pieces",177,38.2776,11.808,25.879199999999997,8.6592,1.968,0.0,0.27552,49.2,0.0,E
1/4 cup grated cotixa or añejo cheese,123,1.5279,0.0,1.5279,7.062,9.9,0.0,6.2700000000000005,372.9,34.65,D
1/2 tablespoon Urfa pepper*,8,2.208,0.8728500000000001,0.02208,0.3588,0.11247,0.0,0.047955,0.6900000000000001,0.0,A+
"1/4 small red onion, very thinly sliced",7,1.6345,0.2975,0.7420000000000001,0.1925,0.0175,0.0,0.00735,0.7000000000000001,0.0,A+
"1 pint cherry tomatoes, halved, quartered if large",62,13.614999999999998,4.199999999999999,9.204999999999998,3.0799999999999996,0.7,0.0,0.0979999999999999,17.499999999999996,0.0,D
crumbled or thinly sliced,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 tablespoons whole mustard seeds,16,0.8851500000000001,0.3843,0.213885,0.82215,1.1403,0.0,0.062685,0.4095,0.0,A+
4 cups dry white wine,771,24.4608,0.0,9.03168,0.65856,0.0,0.0,0.0,47.04,0.0,E
"1/2 ounce caraway seeds, toasted and ground",47,7.0732060196875,5.386409393750001,0.090718474,2.8066027893750003,2.069515188125,0.0,0.0878835216875,2.409709465625,0.0,A+
Equipment: a perforated grill sheet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3 cups chicken stock or broth,259,25.416,0.0,11.376,18.144,8.64,0.0,2.3112,1029.6,21.6,G
"1 pound carrots, peeled, cut into matchstick-size strips",185,43.454149046000005,12.70058636,21.500278338000005,4.218409041000001,1.088621688,0.0,0.1451495584,312.97873530000004,0.0,B
1 1/2 tablespoons masa harina,38,8.18662499986159,0.6839999999884356,0.0,0.9041624999847134,0.3943687499933324,0.0,0.0568574999990387,0.5343749999909654,0.0,A+
"4 tablespoons extra-virgin olive oil, divided, plus additional for brushing",477,0.0,0.0,0.0,0.0,54.0,0.0,7.452000000000001,1.08,0.0,C
6 tablespoons red food coloring,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54882354744,0.0,A+
"4 ounces fresh green beans, trimmed and cut into 1-inch pieces",35,7.903847047250001,3.0617484975000004,3.6967778155,2.0751850927500004,0.2494758035,0.0,0.05669904625,6.80388555,0.0,A
Steamed jasmine rice ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 slices of bacon 1/8 inch thick,227,0.0,0.0,0.2029999999999999,7.945999999999999,21.518,0.0852599999999999,7.307999999999999,435.58,38.279999999999994,D
1 tablespoon plus 1 teaspoon allspice berries,20,5.6959,1.7064,0.0,0.48111,0.68651,0.0,0.20145,6.083,0.0,A+
"Olive oil, for searing",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3/4 teaspoon salt,divided",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746.0,0.0,A+
"1 small jalapeño, sliced",3,0.6825,0.294,0.4326,0.09555,0.0388499999999999,0.0,0.00966,0.315,0.0,A+
"1 cup sugar, plus more for sprinkling",774,200.0,0.0,199.6,0.0,0.0,0.0,0.0,2.0,0.0,C
"""About 1 cup confectioners sugar for coating pan and marshmallows"", 4 envelopes powdered unflavored gelatin",466,119.76,0.0,117.36,0.0,0.0,0.0,0.0,2.4,0.0,C
Caramelized Apples,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4 cups/900 ml light chicken stock or broth,328,32.22814503712656,0.0,14.425062084606225,23.007061046333977,10.955743355397132,0.0,2.930661347568733,1305.5594165181583,27.38935838849283,G
1/2 cup plus 5 teaspoons soy sauce,81,7.5922,1.2320000000000002,0.6160000000000001,12.535600000000002,0.8778,0.0,0.11242,8454.6,0.0,B
"1 plum tomato, coarsely chopped",11,2.4118,0.744,1.6305999999999998,0.5456,0.124,0.0,0.01736,3.1,0.0,A
1/4 cup raw cashews,193,10.57,1.155,2.0685,6.37,15.33,0.0,2.7230000000000003,4.2,0.0,A+
Ingredient info: Gochugaru can be found at Korean markets.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup plus 2 tablespoons granulated sugar,290,75.0,0.0,74.85,0.0,0.0,0.0,0.0,0.75,0.0,B
"6 pieces sea bass or striped bass fillet with skin, small bones removed",29100,0.0,0.0,0.0,5310.0,699.0,0.0,152.1,20700.0,24000.0,G
Equipment: 3 disposable pastry bags; a 1/2-inch star tip,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 cup walnuts, toasted",784,16.439999999999998,8.04,3.1319999999999997,18.24,78.24,0.0,7.356,2.4,0.0,A+
"4 to 6 tablespoons unsalted butter, at room temperature",509,0.0426,0.0,0.0426,0.6034999999999999,57.581,0.0,35.855,7.81,152.65,D
"2 tablespoons fresh thyme leaves, minced",4,1.1711999999801983,0.6719999999886385,0.0,0.2668799999954878,0.0806399999986366,0.0,0.022415999999621,0.4319999999926961,0.0,A+
1 ball fresh mozzarella,334,2.688,0.0,0.0,24.864,24.752,0.0,15.568,544.32,88.48,F
1 nori seaweed sheet,0,0.13286,0.0078,0.01274,0.15106,0.00728,0.0,0.001586,1.2480000000000002,0.0,A+
1/2 medium head of cauliflower,73,14.6118,5.88,5.615399999999999,5.6448,0.8232,0.0,0.3822,88.2,0.0,A
1/2 cup chopped bell pepper ,19,4.49235,1.5645,3.129,0.73755,0.2235,0.0,0.0439549999999999,2.98,0.0,B
"3 ounces firm, creamy feta cheese, such as Bulgarian, crumbled ",225,3.2998844917500003,0.0,0.0,12.07689685125,18.285442415625003,0.0,11.311459726875002,969.553690875,75.69322674375,E
"1/4 cup Spanish green olives, pitted and finely chopped",43,1.152,0.99,0.162,0.309,4.59,0.0,0.6089999999999999,468.0,0.0,B
1 to 2 tablespoons unsweetened cocoa powder,18,4.689900000000001,2.9970000000000008,0.14175,1.5876000000000003,1.1097,0.0,0.6536700000000002,1.7010000000000003,0.0,C
"2 large rolls, preferably teleras, Portuguese, kaiser, or ciabatta, split",369,68.5425,2.9925,6.683250000000001,13.52325,3.89025,0.024225,0.7752000000000001,880.65,0.0,B
6 green chillies,108,25.542000000000005,4.050000000000001,13.77,5.4,0.54,0.0,0.0567,18.9,0.0,C
1/2 cup grated sharp cheddar cheese,265,2.2242,0.0,0.3168,15.114,21.978,0.0,12.474,430.98,65.34,E
2 cups shredded cheddar cheese,910,7.616200000000001,0.0,1.0848,51.754000000000005,75.258,0.0,42.714,1475.7800000000002,223.74,E
1/4 cup almond syrup ,204,52.7625,0.0,47.64375,0.0315,0.04725,0.0,0.0055125,9.45,0.0,B
Six 4 1/2-inch tartlet pans with removable bottom,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Assorted cut-up vegetables ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1⅓ cups instant corn masa flour ,606,127.16666666666666,4.5,0.45,17.166666666666668,1.633333333333333,0.0,0.2583333333333333,3.333333333333333,0.0,A
Accompaniments: sliced serranos; lime wedges,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 tablespoons grated lemon peel,5,1.92,1.272,0.5004,0.18,0.036,0.0,0.00468,0.72,0.0,A+
"1 cup chopped scallions, whites only",32,7.34,2.6,2.33,1.83,0.19,0.0,0.032,16.0,0.0,A+
"2 bunches arugula, trimmed, washed, and dried",113,16.498,7.232000000000001,9.266,11.661600000000002,2.9832000000000005,0.0,0.38872,122.04,0.0,B
"2 sprigs thyme, plus leaves for serving",6,1.464,0.84,0.0,0.3335999999999999,0.1007999999999999,0.0,0.02802,0.54,0.0,A+
1 can pitted large black olives,292,15.220800000000002,4.032000000000001,0.0,2.1168000000000005,27.468000000000007,0.0,5.7456000000000005,1852.2000000000005,0.0,E
"3/4 cup all-purpose flour, divided",341,71.53125,2.53125,0.253125,9.65625,0.91875,0.0,0.1453125,1.875,0.0,A
1 3/4 tsp. baking powder,4,1.94005,0.0161,0.0,0.00805,0.0,0.0,0.0,635.1449999999999,0.0,A+
"3 ounces unsweetened chocolate, coarsely chopped",546,24.1537937025,14.118062516250005,0.7739419813125,12.161945420625,44.48040178312501,0.0,27.470687908125,20.41165665,1.7009713875,E
"2 large carrots, peeled, cut crosswise into 2-inch pieces, and julienned",59,13.7952,4.032,6.8256,1.3392,0.3455999999999999,0.0,0.0460799999999999,99.36,0.0,A
"4 scallions, thinly sliced ",17,4.077777777777778,1.4444444444444449,1.2944444444444447,1.016666666666667,0.1055555555555555,0.0,0.0177777777777777,8.888888888888891,0.0,A+
"1/2 cup dried Turkish apricots, separated into halves",37,8.6025,1.55,7.1610000000000005,1.085,0.30225,0.0,0.020925,0.775,0.0,A
1 cup vegan chocolate chips,907,94.584,6.3839999999999995,57.288,13.692,52.751999999999995,0.0,48.72,179.76,1.68,B
2 cups fresh grapefruit juice,192,45.448,0.494,44.954,2.47,0.494,0.0,0.06916,4.94,0.0,B
3/4 cup sour cream ,341,7.98675,0.0,5.882250000000001,4.2090000000000005,33.464999999999996,1.3731000000000002,17.4225,53.475,101.775,F
"2 lb red cabbage, cored and cut into 1 1/2-inch pieces",281,66.85951533800001,19.050879540000004,34.745175542000005,12.972741782000002,1.451495584,0.0,0.1905087954,244.93987980000003,0.0,C
"2 large carrots, peeled, chopped",59,13.7952,4.032,6.8256,1.3392,0.3455999999999999,0.0,0.0460799999999999,99.36,0.0,A
3 tablespoons wheat germ,77,11.16937499981116,2.8462499999518784,0.0,5.002499999915423,2.095874999964565,0.0,0.3579374999939483,2.587499999956253,0.0,A+
Paprika,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 cup Cointreau or other orange liqueur,428,44.8224,0.0,44.8224,0.1392,0.4175999999999999,0.0,0.147552,11.136,0.0,B
6 tablespoons minced fresh Italian parsley,8,1.44324,0.7523999999999998,0.1937999999999999,0.67716,0.18012,0.0,0.0300959999999999,12.768,0.0,A+
Sansho powder ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a 2 1/2-inch round cookie cutter,78,9.312,0.0,0.0,0.912,4.544,0.0,2.256,54.56,11.2,A+
2 qt vegetable oil for frying,15841,0.0,0.0,0.0,0.0,1792.000000030297,13.744640000232382,116.65920000197237,0.0,0.0,C
"1 large celery root , peeled, cut into 1/2-inch pieces",191,41.952,8.208000000000002,7.296000000000001,6.840000000000001,1.368,0.0,0.36024,456.00000000000006,0.0,B
1 2/3 cups finely chopped leeks ,90,21.06333333333333,2.67,5.784999999999999,2.2249999999999996,0.4449999999999999,0.0,0.0593333333333333,29.666666666666664,0.0,A
3 pounds lamb shoulder blade chops ,3592,0.0,0.0,0.0,225.88900026000005,291.20630153999997,0.0,126.280115808,830.0740371,979.7595192,G
"8 oz. sugar snap peas, strings removed, thinly sliced",95,17.1231119675,5.896700810000001,9.0718474,6.35029318,0.4535923700000001,0.0,0.08845051215,9.0718474,0.0,A
"1 Granny Smith apple, cut into 1-inch-wide wedges",101,23.7456,4.8888,16.744139999999998,0.76824,0.33174,0.0,0.0,1.746,0.0,A
"2 x 4-inch pieces of fresh ginger, peeled and finely chopped",24,5.34,0.6,0.51,0.546,0.2249999999999999,0.0,0.0609,3.9,0.0,A+
"1 fresh ginger, 2 1/2"" piece",48,10.68,1.2,1.02,1.092,0.4499999999999999,0.0,0.1218,7.8,0.0,A+
"1 cup/20g cilantro leaves, roughly chopped",4,0.734,0.5599999999999999,0.174,0.426,0.104,0.0,0.0028,9.2,0.0,A+
2 -inch pitas,241,51.428,5.612,2.6404,9.016000000000002,1.5732,0.0,0.19136,387.32,0.0,A
"8 ounces prepared pizza dough, cut in half, room temperature",587,109.08896498500002,4.762719885000001,10.636741076500002,21.522957956500004,6.191535850500001,0.03855535145,1.2337712464,1401.6004233,0.0,B
2 tablespoons real maple syrup,104,26.8,0.0,24.200000000000003,0.016,0.024,0.0,0.0028,4.800000000000001,0.0,A
1 teaspoon Aleppo pepper,7,1.3419000000000003,0.9396,0.19413,0.3645,0.3861,0.0,0.06642,77.49000000000001,0.0,A+
"1 tablespoon plus 2 teaspoon kosher salt, divided",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9417.083333428864,0.0,A+
1 lb parsnips ,340,81.6466266,22.226026130000005,21.77243376,5.4431084400000005,1.36077711,0.0,0.226796185,45.35923700000001,0.0,B
"1/4 teaspoon sea salt, plus more as needed",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.85416669054894,0.0,A+
1/2 tablespoon whole white peppercorns,10,2.4353,0.9301,0.0,0.3692,0.07526,0.0,0.022223,0.1775,0.0,A+
3 1/2 teaspoons curry powder,22,3.906,3.7240000000000006,0.1932,1.001,0.98,0.0,0.1155,3.640000000000001,0.0,A+
¼ cup pearl barley,162,33.81,7.958000000000001,0.368,5.75,1.058,0.0,0.22172,5.5200000000000005,0.0,A
"1 pound boneless, skinless chicken breasts, cut crosswise into 1/2""-thick strips, strips cut in half lengthwise if large",544,0.0,0.0,0.0,102.05828325000002,11.884120094000002,0.0317514659,2.5537250431,204.11656650000003,331.12243010000003,E
1 tablespoon cracked cardamom pods,18,3.973,1.624,0.0,0.6264,0.3886,0.0,0.03944,1.044,0.0,A+
1/2 cup nonfat plain yogurt,68,9.408,0.0,9.408,7.019250000000001,0.2205,0.0,0.1421,94.325,2.45,F
1/2 cup small pearl tapioca*,272,67.412,0.684,2.5460000000000003,0.1444,0.0152,0.0,0.0038,0.76,0.0,A
900 ml milk,566,44.55335631194833,0.0,46.873843619862306,29.238140079716093,30.166335002881684,0.0,17.26442557087998,399.12381696120383,92.81949231655902,E
12 cups thinly sliced collard green leaves ,138,23.4144,17.28,1.9872000000000003,13.0464,2.6352,0.0,0.2376,73.44,0.0,B
1 1/4 cups light brown sugar,688,177.80624999999998,0.0,175.8125,0.2175,0.0,0.0,0.0,50.75,0.0,B
"1/2 cup chopped fresh flat-leaf parsley, plus leaves for serving",10,1.92432,1.0032,0.2584,0.90288,0.2401599999999999,0.0,0.040128,17.024,0.0,A+
1 1/2 cups yellow cornmeal plus additional for dusting,871,186.987,9.1845,3.79155,16.74405,4.12125,0.0,0.5181,16.485,0.0,A+
"1 tablespoon apple cider vinegar, chilled",3,0.13857,0.0,0.0596,0.0,0.0,0.0,0.0,0.745,0.0,A
1 teaspoon all-purpose flour,9,1.9869791667674483,0.0703125000035663,0.0070312500003566,0.2682291666802716,0.0255208333346277,0.0,0.004036458333538,0.052083333335975,0.0,A+
1 tablespoon maple syrup or mild honey,63,17.304000000000002,0.042,17.241,0.063,0.0,0.0,0.0,0.84,0.0,A
"1 avocado, pitted, peeled, cut into 12 wedges",321,17.145300000000002,13.467000000000002,1.3266000000000002,4.0200000000000005,29.547,0.0,4.2813,14.070000000000002,0.0,B
"2 large onions, peeled, halved through root end, divided",120,28.02,5.1,12.72,3.3000000000000003,0.3,0.0,0.126,12.0,0.0,A
"8 dried guajillo chiles, wiped clean",12,2.7960000000000003,1.148,1.644,0.424,0.2324,0.0,0.03252,3.64,0.0,A+
"1 small onion, halved, plus",28,6.538,1.1900000000000002,2.9680000000000004,0.7700000000000001,0.07,0.0,0.0294,2.8000000000000003,0.0,A+
"2 pounds skinless, boneless chicken breasts, halved lengthwise",1088,0.0,0.0,0.0,204.11656650000003,23.768240188000004,0.0635029318,5.1074500862,408.23313300000007,662.2448602000001,F
"1/2 fresh vanilla bean, split in half lengthwise and seeds scraped",7,0.315,0.0,0.315,0.0015,0.0015,0.0,0.00025,0.225,0.0,B
"4 pounds medium Yukon Gold potatoes, scrubbed",1397,317.51465900000005,38.10175908000001,14.877829736,37.19457434,1.632932532,0.0,0.4535923700000001,108.8621688,0.0,C
1/4 cup 1% milk,25,3.0439000000000003,0.0,3.172,2.0557,0.5917,0.0,0.38613,26.84,3.05,B
1/3 cup unsweetened Dutch-process cocoa powder,65,16.597999999999995,10.606666666666666,0.5016666666666666,5.618666666666666,3.927333333333333,0.0,2.3133999999999997,6.02,0.0,E
"5 baby purple eggplants, stemmed, split lengthwise",685,161.11200000000002,82.2,96.722,26.852,4.932,0.0,0.9316,54.8,0.0,D
1/4 teaspoon dried chile flakes,1,0.2547,0.1224,0.04635,0.054,0.07785,0.0,0.01467,0.135,0.0,A+
1 whole side of salmon,823,0.0,0.0,0.0,80.78399999999999,53.064,0.0,12.078,233.64,217.8,F
Garnish: lime wedges; Asian fish sauce,2,0.879375,0.2345,0.1415375,0.058625,0.01675,0.0,0.0018425,0.1675,0.0,A+
1 cup light coconut milk,179,4.082400000000001,0.0,4.082400000000001,0.0,15.876,0.0,12.0204,47.62800000000001,0.0,A
1/2 cup dried plums,103,27.4684,0.0,0.946,0.9374,0.1634,0.0,0.0,144.48,0.0,A
3/4 cup beef or veal demiglace*,20,0.5952000000000001,0.0,0.0,4.687200000000001,0.0,0.0,0.0,1290.84,0.0,G
Heavy-duty aluminum foil,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1/2 cup long-grain rice, rinsed well",337,74.0,1.2025,0.111,6.59525,0.6105,0.0,0.1665,4.625,0.0,A
1 teaspoon gochu garu * or 1/4 teaspoon cayenne pepper,5,1.0188,0.4896,0.1854,0.216,0.3114,0.0,0.05868,0.54,0.0,A+
"1 1/2 cups mixed berries, sliced if large, and/or cubed peaches",90,22.0374,3.465,19.3809,2.1021,0.5775,0.0,0.04389,0.0,0.0,B
2 cups walnuts plus walnut halves for decoration,1569,32.879999999999995,16.08,6.263999999999999,36.48,156.48,0.0,14.712,4.8,0.0,A+
"2 red onions, peeled and quartered through the stem",100,23.35,4.25,10.6,2.75,0.25,0.0,0.105,10.0,0.0,A
"2 cups sliced, hulled strawberries ",106,25.4976,6.640000000000001,16.2348,2.2244,0.996,0.0,0.0498,3.3200000000000003,0.0,C
1 skinless boneless pork shoulder ,7080,0.0,0.0,0.0,516.0,540.0,0.0,187.2,1950.0,2130.0,F
16-ounce container fat-free or full-fat Greek yogurt,394,14.968548210000002,0.0,14.968548210000002,33.11224301,24.04039561,0.0,14.968548210000002,211.69155907900003,60.32778521000001,G
very thinly sliced,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1/4 cup fresh lime juice plus 4 limes, halved crosswise",95,33.2341,7.746,5.55165,2.1300999999999997,0.57835,0.0,0.0638,6.57,0.0,A
8 ounces coarsely grated Monterey Jack,845,1.5422140580000003,0.0,1.133980925,55.565065325000006,68.719244055,0.0,43.318071335000006,1360.7771100000002,201.84860465000003,F
